"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar PDF de tasas y tarifas de cuentas de deposito","Busqueda exitosa de tasas y tarifas","SUCCESS","2020-09-18T09:08:18.695-05:00[America/Bogota]","0.0","48.23"
