"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar PDF de tasas y tarifas de cuentas de deposito","Busqueda exitosa de tasas y tarifas","PENDING","2020-09-18T08:37:38.597-05:00[America/Bogota]","0.0","1.15"
